name,title,image_src,reports_to,chart_status
Pedro Fuentes,Azure Federal Civilian Sales Director,no_match,David Willis,5
Udaiya Karuppasamy,"Sr. Director, Solution Sales - Azure, Microsoft ANZ",no_match,David Willis,5
Brion Reusche,Technology Sales Senior Director - Business Applications,no_match,David Willis,5
Kody Henning,"Director, Strategic Azure Sales",no_match,David Willis,5
Raluca Olteanu,Sr. Sales Excellence Manager - US GPS,https://cdn.theorg.com/f4f89b55-3cad-4e49-b84c-1552f853ddfb_thumb.jpg,Donna Little,6
Kjersti Phillips,Sr. Sales Excellence Manager,no_match,Donna Little,6
Kate Rendall,"Director, Sales Excellence",no_match,Donna Little,6
Meredith Black,Sr. Manager Sales Excellence,https://cdn.theorg.com/9b3f69b4-758f-405b-95ff-1456147d9401_thumb.jpg,Donna Little,6
Drew Simpson,Senior Sales Excellence Manager,https://cdn.theorg.com/a143d694-3537-4d45-994f-26396a551b07_thumb.jpg,Donna Little,6
Róisín Bonner,"Team Leader, Americas Commercial Industries",https://cdn.theorg.com/ae3e2d83-ecc5-41e2-9ce3-8f935f430072_thumb.jpg,Juliane Parsons,6
Yonnie Tauschek,Senior Automation Business Process Manager,https://cdn.theorg.com/df9c7a75-4ee7-4a1d-952e-47ad06333098_thumb.jpg,Juliane Parsons,6
Alana Phillips,Global Category Manager - Operations,no_match,Akash Srikewal,6
Juliana Damcevski,Partner Business Development Manager,no_match,Marcel Garaud,6
Amir Bukan,Sr. Partner Development Manager | ANZ Distribution | Surface Commercial At Microsoft,no_match,Udaiya Karuppasamy,6
Danni Kristian Evers,Senior Field IT Manager,no_match,Kody Henning,6
Ole Henrik Ree,Industry Lead / Strategic Client Director,https://cdn.theorg.com/0a2eb206-16ef-4f0c-9f53-bb02311e3fad_thumb.jpg,Tyler Bryson,6
Jim McNamara,Senior Director Of Healthcare Sales,https://cdn.theorg.com/848c73d0-2d1d-492a-8502-35afe469d8b8_thumb.jpg,Tyler Bryson,6
Puneet Sawhny,"Director - Cross Solution Sales, Public Sector, Healthcare",no_match,Tyler Bryson,6
Ty Abrams,Director Of Sales - Business Applications SLG West,no_match,Tyler Bryson,6
